YEAR_BUILT,SQUARE_FEET,NUM_BEDROOMS,NUM_BATHROOMS,LOT_ACRES,GARAGE_SPACES,FRONT_PORCH,DECK,PRICE
1974,3410.972409130229,5,2.0,1.43,2,0,0,418095
2009,2343.0086904220516,6,1.5,1.1,3,0,1,445451
1995,2882.7296168033167,5,2.5,0.72,1,1,0,425709
1989,3313.9685860833724,6,1.5,1.25,3,0,1,493345
1996,3569.40906979982,6,2.5,1.12,3,1,0,579711
1979,3908.9435845282455,5,1.5,1.19,3,1,1,521691
1981,2373.060181533152,6,1.0,1.08,2,0,0,287159
1997,4312.230081063946,6,2.5,1.19,2,0,1,682184
1999,4022.632649103286,5,3.0,1.12,3,0,1,660194
1980,2714.1129970181496,2,2.0,0.65,2,0,0,301866
2004,3619.8677252408334,5,2.5,1.36,2,1,0,605880
2009,2182.511009650593,3,1.5,0.96,3,1,0,389276
2007,3636.6380066345196,2,3.0,1.31,0,0,1,570145
1990,2385.9959685775334,5,3.0,1.18,0,1,1,325599
1991,3366.729914689794,5,2.0,0.52,0,0,0,452809
1984,3654.6651874853633,3,2.5,0.72,2,1,1,481499
2003,2467.373510718988,3,2.5,1.14,1,1,0,389706
2011,3786.998663072701,4,1.5,1.35,0,0,0,610799
1982,3674.889306882079,3,3.0,1.12,1,1,1,473033
1981,2620.628888781901,3,1.5,0.81,2,1,0,297744
1999,2071.8108904523992,3,3.0,1.17,1,0,1,318321
1983,2269.2041809026728,2,2.5,1.04,0,1,1,233480
1978,3472.514300880648,6,2.0,1.57,1,1,0,444427
1976,2773.7289658719483,2,2.0,1.0,2,1,1,296059
2008,2537.4561754641213,6,1.0,1.01,1,1,1,430768
2011,3250.1991582926703,5,1.0,1.02,3,0,1,572829
2017,3142.7928986574434,3,1.5,0.55,2,1,0,552168
2004,3132.307895110698,4,2.0,1.1,3,1,1,526346
1992,3119.2140965546546,5,2.0,1.08,3,1,0,474082
1995,1901.3921450407386,3,2.5,0.7,1,0,0,258208
1984,2311.589435537819,4,1.0,1.1,0,1,0,243238
1989,2894.122870407286,2,2.0,0.82,0,1,1,346418
1981,2850.3436225369937,4,1.5,1.53,2,0,1,353001
2017,3604.9512793439053,6,2.0,1.06,0,0,0,636642
2004,3586.8327095989857,6,1.5,0.85,3,0,1,603274
2006,3028.337689231296,5,2.0,0.42,0,0,1,475550
1992,3162.1797197656992,4,2.5,0.88,3,0,0,475026
1999,3684.514918768259,6,3.0,1.29,0,0,1,577027
1983,3460.5231461983203,2,1.5,1.0,1,1,1,411578
2003,3453.520977709145,2,1.5,1.0,2,0,0,525528
1980,2907.3027161616637,2,2.0,0.64,3,0,0,345695
2013,3457.430389832366,5,2.0,0.83,2,0,1,611064
1998,3275.138589500014,5,2.0,1.1,2,1,0,512770
2000,3258.20815083528,5,3.0,1.02,3,1,1,549031
1986,3041.8242376251806,2,2.5,0.83,2,0,0,391223
1985,1713.9038625272174,5,1.5,1.07,1,1,1,190635
2005,3685.7052841262357,4,2.0,1.22,0,1,1,571155
1998,2123.3711011419578,6,1.5,1.1,3,0,0,357505
1991,2661.9701261162363,3,2.5,0.56,3,0,0,380195
1974,3002.8407820705766,5,2.5,0.93,0,1,0,326876
2001,2614.225362927926,3,1.0,0.61,0,1,0,356283
1998,2901.442475464638,2,3.0,1.33,2,0,0,445166
1981,3424.608724565809,4,3.0,1.37,2,0,1,459241
2010,2796.343235195223,6,2.0,1.17,1,0,0,497001
1987,2156.7293999595126,4,1.5,1.28,1,1,0,260209
2003,3659.3347344598283,2,1.5,1.0,2,0,0,556400
1987,2827.238626012779,4,3.0,1.01,2,1,1,394235
1991,2740.537121408147,6,1.5,1.21,2,0,1,401730
1974,2004.8784063044081,5,3.0,0.81,0,1,0,182881
1992,2850.070600343274,5,1.0,0.99,1,1,1,387360
2001,2803.9184036515535,5,2.5,0.73,2,1,1,459037
2009,2623.7854774574694,4,2.0,1.05,2,0,0,459317
2003,3104.0402649367975,2,2.5,1.0,2,1,1,488106
1999,2774.970018463328,4,2.0,0.99,0,0,0,401095
2005,2733.4447952950036,2,1.5,1.44,3,1,1,449116
1993,2905.7574153469895,6,3.0,0.95,1,0,0,440113
1996,2919.7186445065618,5,2.0,0.96,2,1,1,447357
1996,2046.8759233896194,6,3.0,0.78,2,0,1,338731
1987,4131.695393550225,3,1.0,1.4,2,0,1,555754
2006,2389.872747760237,4,2.5,0.77,1,1,0,397530
1988,2745.49221722751,5,1.0,1.03,3,1,1,382273
1991,2448.310745407526,5,2.0,1.24,2,0,1,355846
2001,2129.226006991388,5,1.5,1.44,2,1,1,353483
1999,2649.3538976578106,4,2.5,0.55,3,1,0,428153
2009,4073.602990804441,2,2.5,0.97,0,0,0,633090
1987,2370.3713282542353,5,2.5,0.94,0,1,1,297155
2002,4847.090772691308,6,1.5,0.67,3,1,0,779613
1980,1567.1886264669224,5,1.5,0.75,2,0,0,153828
1989,2829.7216497235095,5,3.0,0.91,2,1,0,413108
1994,4375.110102640276,4,1.5,1.42,3,0,1,660066
1980,2637.56168565432,5,3.0,1.1,2,0,1,342134
1970,2287.5334108912375,3,2.5,0.99,3,0,1,225480
2001,2950.473432942169,5,2.5,0.78,0,1,1,451771
1997,3727.293560467684,6,2.5,0.74,0,1,0,557694
1997,3422.875341328532,3,1.5,1.07,3,0,1,516981
1988,2440.4029888653936,3,3.0,1.35,3,0,0,351310
2007,2773.255237622653,5,2.5,1.03,1,0,0,473938
1992,2215.196363625563,5,2.5,0.9,0,0,0,298279
1992,1289.647231973029,5,2.5,1.05,0,1,1,161697
1992,2454.192227315277,3,1.0,1.09,2,0,0,324478
1995,2659.6936366170603,5,3.0,1.54,2,1,1,427054
2008,2980.6859877585243,5,1.0,1.09,1,0,0,488452
1991,2738.826460257871,2,2.0,0.39,1,0,0,341673
1997,4007.772015031548,3,3.0,0.72,1,1,1,591965
1987,3794.262544063383,3,3.0,1.18,1,0,1,516839
1977,3228.1412304835167,4,2.0,0.74,3,0,0,400321
2017,4493.78815020957,5,1.5,1.05,2,1,1,782318
1994,3870.043925589842,3,2.0,0.7,1,1,0,541006
1992,1400.7361576341898,3,2.0,1.39,2,0,0,185960
2008,3081.552664156113,3,3.0,0.89,2,0,0,525582
1992,4561.715374468374,6,1.5,0.61,3,1,1,685907
1991,3141.6832636719014,4,1.0,1.03,0,0,0,401702
1995,3296.8205949721305,2,2.0,1.02,1,0,0,454823
2009,3377.4030658524493,2,1.5,1.49,1,0,1,536460
2008,2211.5274473131267,5,2.5,1.58,2,1,0,417929
2004,2314.9829617096034,2,2.0,1.08,0,0,0,338447
1996,3204.399911554045,4,3.0,0.86,1,0,1,478559
1986,3508.8419532638995,5,1.5,0.51,3,0,1,486476
2002,3133.466188858411,3,2.0,0.82,0,1,0,457319
1991,3474.57059832866,4,2.0,1.22,2,1,1,499485
1991,3814.560591549912,3,2.5,1.48,3,1,0,566884
1978,3859.390721785336,6,1.0,0.97,0,0,0,463458
1978,2931.185035937264,3,1.0,1.17,3,1,0,342227
1981,3383.6403112486937,5,3.0,1.09,3,1,1,473896
1995,4110.198096799566,6,2.0,1.06,1,0,0,617429
1971,3076.8962085466196,4,1.5,1.33,2,0,1,333984
1993,2327.6971308748443,6,2.0,0.86,1,1,1,337054
2006,3505.3737422519057,4,2.5,1.08,0,0,0,554506
1996,2113.8522983472185,4,3.0,1.29,3,1,1,351427
2000,2193.173365683414,3,1.0,0.89,1,0,1,307326
2002,3067.3481468771506,5,1.5,1.18,2,1,0,495302
1997,3048.9233286942213,4,2.0,0.93,1,0,1,446288
2001,2321.887663382009,5,2.5,0.83,0,0,0,358233
1991,3756.2053674939543,5,3.0,0.5,1,1,1,540930
1984,2759.890150610374,3,2.0,0.81,1,1,1,326133
2000,2124.8301938567756,5,2.5,1.65,1,0,0,350974
2003,3895.8128105016276,6,2.5,0.87,2,1,0,644921
1995,4160.434434013987,3,2.5,1.0,1,0,0,601565
1995,3456.3008046030122,2,1.5,0.85,3,1,1,498695
1997,2783.667000932779,5,3.0,0.75,1,1,0,428800
1982,3110.9865988873657,3,1.5,1.63,0,1,0,358597
1989,1946.8854435939465,3,2.0,1.01,1,0,0,232182
1972,2723.748726693886,2,2.5,0.71,2,1,0,271712
1995,4580.217908090704,3,3.0,1.11,2,0,0,688682
1995,2315.019542786833,4,2.5,1.03,1,0,0,335202
1992,3148.6641686221237,3,2.0,1.21,2,0,0,445449
2005,2144.3439124090373,5,3.0,1.38,0,0,1,367351
1982,4549.70168566328,6,3.0,1.38,1,0,0,638155
1994,2701.1292896787945,4,1.5,0.5,2,1,1,380169
2006,1999.9636703595738,6,1.0,0.57,2,0,0,348544
1995,2340.337101711313,6,2.5,0.85,1,1,1,356300
1999,2839.277222122295,6,1.5,1.09,3,1,1,469741
1999,3039.4210754608416,3,3.0,0.5,3,1,1,483413
1991,2848.698776122023,5,2.0,0.94,2,0,0,411404
1988,2439.54422913505,6,1.5,0.9,2,1,0,336931
1995,2542.2793293909017,2,3.0,0.74,1,1,1,352441
1998,3848.973361385088,6,1.0,1.25,0,0,1,566096
2000,2089.724946844569,2,2.0,0.29,1,1,0,287808
1999,3252.4513954972545,4,1.5,1.24,3,1,0,513967
1992,2350.8345086746185,6,1.5,1.26,2,0,1,349025
2009,2468.929370738796,4,3.0,1.26,0,0,1,424239
1979,3153.3082325835185,6,2.5,1.37,1,1,1,406046
1993,3813.657134913746,3,1.0,1.02,3,1,0,547348
1992,4012.144950682261,3,3.0,0.92,2,0,1,585621
1991,3225.2333104897493,3,1.5,1.33,0,0,0,416234
1994,2475.018315338418,2,1.0,1.3,3,1,1,345752
1993,2848.7845367951063,3,1.0,0.94,3,0,1,401417
2001,2347.396047238788,5,2.5,0.74,2,0,1,390709
1997,2232.6825251692185,5,2.0,0.58,3,0,1,358602
1993,2146.3388016856125,4,1.5,0.79,3,0,0,311300
2010,2799.467390761726,5,3.0,1.16,2,1,1,517320
1989,2478.638608006341,5,1.0,1.08,2,1,1,332995
1991,2169.9218384553546,3,2.5,0.97,2,1,1,297538
2003,2887.418445617271,2,1.0,1.35,0,0,1,408362
1983,4259.317370107224,6,3.0,0.51,1,1,1,586547
1993,3428.884921997029,3,1.0,0.52,2,1,1,467132
1980,2973.764670226459,5,3.0,1.51,0,0,1,368714
1982,3643.1455140939825,2,2.0,1.5,2,1,0,463971
2007,4471.593057957531,5,2.0,0.96,3,0,0,750138
1992,2973.6765636641207,3,2.0,0.88,2,1,0,414251
1976,2816.674529185837,6,2.0,1.15,2,0,1,344751
1998,4463.785313150124,4,1.0,0.52,0,0,0,627367
1989,2921.8313717053843,4,2.0,0.94,1,0,0,387374
2010,2852.330316594707,4,2.0,0.98,1,0,1,482549
1978,4191.183426902437,5,1.5,0.8,0,0,0,508177
2000,4080.334197026954,5,1.5,0.71,3,0,0,645200
1994,2562.2895297984596,2,3.0,0.53,3,1,1,377293
1998,3048.854421882546,5,1.5,1.1,1,1,0,456328
1980,2474.3655802435483,5,2.0,1.02,0,1,1,271454
1981,2683.250953296455,4,2.0,0.54,3,1,0,335587
2013,1976.940666703537,4,2.0,1.12,2,1,1,383341
1998,2567.8110542195877,3,2.0,1.25,3,0,1,403921
1991,2347.1486333684697,2,1.0,0.74,2,0,0,288172
1989,4468.544055180761,5,2.0,1.2,3,0,1,663281
1981,4026.3207731249595,4,1.5,1.07,3,0,0,537498
1992,3179.421899297944,4,3.0,0.91,0,1,0,440563
2005,3159.8150684366233,2,2.5,0.93,1,1,1,490422
1983,2779.990765796244,6,2.0,0.79,2,1,1,368848
2002,2870.813704188538,2,2.0,1.28,3,0,0,459822
1995,2495.7410075043604,5,1.5,0.86,2,0,1,369761
1986,2806.9231199709693,5,1.0,1.13,2,1,0,367988
1979,4114.185699671335,4,3.0,1.06,2,1,1,548027
1994,4200.507262294577,5,1.0,0.97,0,1,1,584626
1975,2671.6419653316607,2,1.0,1.28,0,0,1,234946
1980,2320.361419153515,5,1.5,0.99,0,1,1,240404
1999,3244.375385319122,5,2.5,0.67,0,1,0,484206
1997,2730.1748420022623,3,2.0,1.09,3,1,1,420876
2018,2247.9103817470705,2,1.0,1.22,2,1,0,415486
2017,1716.2455966330083,4,2.0,1.25,2,1,0,366186
2004,3797.321588532761,4,1.5,1.03,0,1,0,572548
1991,3631.579473376223,2,2.5,1.22,0,0,0,480536
2017,2576.052399418766,5,1.5,0.83,3,0,1,506357
1992,2198.6788396686725,6,2.0,0.79,0,1,1,296651
1980,2729.959006541081,4,1.5,0.95,2,0,0,321243
1997,3463.9698213183638,4,2.0,0.88,3,1,0,537795
1994,2920.7621425134994,3,2.0,1.01,0,1,1,388264
1998,2781.2046267291603,5,2.0,1.07,3,0,1,453230
2005,3255.12635451989,3,1.5,1.19,1,0,1,503618
1995,3180.5365650688423,3,2.0,0.98,0,1,0,431780
2004,3236.175768364084,6,3.0,1.07,3,1,1,576476
1983,2789.62270292822,3,2.0,1.12,1,0,0,330243
1997,3621.3368198110606,3,2.0,0.83,1,1,0,520650
2005,2449.1594743113246,4,2.0,1.16,2,0,1,414773
2015,2701.986264451299,3,2.0,1.19,3,0,1,508147
2006,3728.1223304667687,5,1.5,0.84,0,0,0,579318
2002,2361.182649472149,6,2.0,0.83,0,0,1,371627
1984,2755.2272126235707,3,1.5,0.71,3,1,0,346434
1989,2494.790125234744,4,2.0,0.78,2,0,1,335918
2014,2515.6574818715153,4,2.0,1.12,2,0,0,469148
1994,2306.744895402272,5,1.5,0.78,3,1,0,350211
2006,3193.105656165392,5,1.0,0.88,0,0,0,492165
1984,3381.0058864139683,6,2.5,0.77,0,1,0,441200
2005,2537.320942929574,4,2.5,0.73,1,0,1,414048
2005,3899.460826270808,4,2.0,0.77,0,0,0,596469
2001,2722.1212591250046,2,1.5,0.83,2,1,1,403268
1993,3184.9141808478316,3,2.0,1.0,3,1,0,467737
2012,3283.2922268181164,3,1.5,0.58,3,0,1,563693
2003,4122.970989428423,5,2.0,0.95,3,1,1,677695
2002,2070.078218410531,3,1.0,0.91,0,1,1,284161
2002,4048.373668427039,6,2.0,0.69,0,0,1,622606
1997,3174.9261504822966,2,1.0,0.83,2,0,0,443688
1993,2682.492619746926,3,2.5,0.77,1,1,1,366423
1980,3757.659338384183,3,2.5,1.56,1,1,1,474548
1990,2903.5650490399275,3,2.0,1.18,2,0,0,398234
2003,3100.261166022813,4,2.5,0.96,2,1,0,506939
1996,1750.060520192744,3,2.0,0.82,0,0,0,219809
1986,2574.207079626428,5,2.5,0.72,2,1,1,349431
2003,2591.8901973415373,2,2.0,0.76,1,0,1,385183
1997,2309.0854863015193,3,2.5,1.02,2,0,1,349162
2009,2818.107618924357,5,2.5,0.71,0,0,1,470866
1989,3141.171655335853,4,3.0,0.81,1,1,0,433325
1991,3518.3769213007326,2,2.5,0.74,1,1,0,471356
1975,3325.9348020312077,2,1.0,0.87,0,1,0,326940
1996,2961.7091509288052,4,2.5,0.72,1,1,1,432556
2010,3630.6134032869627,2,1.0,1.28,3,1,1,598792
1985,2403.379089545316,6,2.0,1.02,0,1,0,295806
1993,2712.4963819031314,4,1.5,0.9,3,1,0,397874
1997,3355.431411293193,5,1.0,0.94,2,0,1,502414
1998,3448.098733095548,5,1.5,1.14,2,0,0,531814
1983,2930.9627915316582,5,2.5,0.63,1,1,0,371594
1997,3211.9109449660423,2,2.0,1.07,3,1,0,482836
1995,3900.109698307811,4,1.5,1.0,1,1,1,557516
2012,3854.2456453958584,4,1.0,1.35,2,1,1,648386
2005,1879.7487833637967,4,1.5,1.13,2,1,1,321412
1985,2916.098957986667,4,1.0,0.94,2,1,0,366514
2000,3098.6759536001064,4,2.0,1.33,2,1,0,489751
1979,3886.306471823784,4,1.0,1.31,1,1,1,472595
2000,2548.1242923259874,5,3.0,1.07,0,0,1,398268
1999,2629.2275029707425,6,1.0,0.81,0,0,0,381534
1996,4024.496426931505,6,1.5,1.25,2,0,0,619924
1993,3509.4143713908666,3,3.0,0.64,3,1,1,526012
1987,2676.8366810767957,4,1.5,0.86,3,0,1,361925
2000,3124.7478244394615,5,1.5,1.11,2,1,0,492862
1981,5351.044163800703,6,2.5,0.91,3,0,0,768806
1989,2619.4796147106617,2,1.5,0.98,1,1,0,315121
2013,3351.831862383436,6,2.5,1.17,0,1,1,587824
2010,3355.525156220816,2,2.5,0.84,0,0,0,528428
1987,3414.2810912707155,5,2.0,1.46,3,1,1,499042
2004,1492.8131366511764,3,2.5,0.43,1,1,0,237871
2002,3705.8461027784865,6,1.5,0.9,1,0,0,581876
1990,2776.10445528995,5,2.5,0.8,0,0,1,370915
1992,589.2671654842989,6,2.0,1.04,1,1,1,73990
1997,2160.284827966657,6,1.5,1.35,2,1,1,346792
1995,3154.1795198214413,5,3.0,0.76,3,1,0,504526
1983,2296.9750823374507,4,2.5,1.03,3,1,0,302496
1999,2237.4752756819807,4,2.5,1.05,3,0,1,373871
1999,3387.483813228608,3,2.0,1.3,3,0,0,532622
1999,3126.6626885070195,4,1.5,0.82,0,0,1,443799
2003,3355.899563613409,6,2.0,0.58,3,0,1,567084
1986,3040.8192005427927,5,2.0,1.25,2,1,1,419872
1982,3135.1093780168603,2,1.5,0.64,0,0,1,337366
1998,3378.5612231351342,6,2.0,1.29,2,1,0,541134
2001,2500.2377302144378,3,2.5,0.8,3,0,1,409535
1989,2539.6577777192624,4,1.5,1.09,2,0,1,339798
1995,2516.9093482498597,5,2.0,1.25,1,0,1,371286
1986,3270.1827072022793,2,2.0,1.25,2,0,1,424277
1980,3573.2558680476523,5,2.5,1.09,2,0,0,474838
1996,2764.5835186439217,2,2.5,1.11,0,1,1,373837
1976,4476.793862230101,2,3.0,0.86,0,1,0,534419
1998,3836.001452055827,5,1.0,1.43,1,1,0,571850
1982,4120.3101627466995,6,3.0,1.03,0,1,1,553496
1986,2049.908625745424,6,1.5,0.95,0,1,1,239236
1996,3413.2378505250235,3,2.0,1.07,0,1,0,473035
1980,3335.201080486516,4,1.0,0.46,0,0,1,367180
2004,2660.5947009292026,2,3.0,0.6,0,0,1,398089
2002,3670.5983834370345,2,3.0,0.9,0,0,1,544089
2008,1615.404093208545,6,2.5,1.24,3,0,1,348410
1996,4365.48720497835,6,2.5,1.28,3,0,1,701523
1998,2707.727734599765,6,1.5,0.61,3,0,0,437809
1992,2630.973122411419,5,3.0,0.9,2,1,1,398145
2009,2743.1183416213166,4,1.0,0.98,3,1,1,476167
2010,2613.6102140151474,6,3.0,1.42,3,1,1,518341
1990,3380.025543679801,5,1.0,1.36,0,1,1,447403
1975,2456.461114091236,3,1.5,1.0,3,0,1,260969
1983,1750.5273258863235,3,2.0,1.18,3,0,0,205279
2012,1624.4298426322778,4,3.0,1.21,3,1,1,356814
2006,3599.7771087040373,4,1.5,0.93,1,0,1,566416
1991,4106.661329545264,2,2.0,1.18,1,0,0,558699
1989,2075.3253331709493,6,2.5,1.22,1,1,1,292098
1992,1936.563396770757,6,2.5,0.81,3,0,1,310134
1986,2955.028321511599,6,2.0,1.34,1,1,0,403354
2001,2746.069351464354,3,1.5,1.1,1,0,0,405910
2001,3911.563611635952,6,1.5,0.68,3,0,1,634434
2014,2226.768293747499,6,3.0,1.08,1,1,1,445215
2012,4163.809679739916,4,2.5,0.73,2,1,1,708021
1985,3820.201691793621,5,3.0,1.05,2,0,1,543780
1999,3202.4829287772204,5,1.5,0.97,3,1,1,512422
1999,3255.6046406230776,4,1.5,1.08,2,1,1,497040
1985,3115.1658261025295,4,1.5,1.07,0,0,1,375824
2009,1487.438238720928,4,2.0,0.66,3,0,1,298015
1996,4136.582418034375,6,1.5,0.38,3,0,0,638687
2005,1859.2327753903187,4,2.5,1.19,1,0,1,319234
1996,2137.1938386729344,3,2.0,0.52,3,1,0,318379
2001,3952.4386520521293,6,1.0,1.23,3,1,1,641315
1997,2753.261478636418,6,2.0,1.51,2,1,0,445639
1986,3783.791774156627,6,1.5,1.15,2,0,0,532318
2000,3018.906145549106,2,1.5,0.77,0,1,1,411885
1986,2444.9330257286474,4,1.0,1.17,3,1,1,319289
2009,2411.4270159908356,2,3.0,1.28,2,1,1,425914
2004,3047.9666582716527,5,2.0,0.82,1,1,1,489494
1971,2717.666822398591,3,1.0,1.29,2,0,1,262000
1986,2795.8040556253777,5,2.5,1.14,0,1,1,358970
1994,4180.982219880088,5,1.5,1.47,1,0,1,611697
2004,3084.8961898166826,3,1.0,1.32,0,0,0,452534
1989,3734.1309290232357,6,1.0,0.76,1,0,0,511519
1998,3138.9867044587522,2,2.0,1.21,1,0,1,448998
1986,1466.9382609544068,3,3.0,0.87,2,0,0,173090
2012,3048.3129979325668,5,1.5,0.82,2,0,1,537046
2005,2763.244311838941,3,1.5,0.92,3,0,1,455786
2008,1834.9441511840782,4,2.0,1.27,2,0,1,339291
1982,2231.8454201014465,3,2.0,0.95,1,0,0,239026
2001,3665.890291029754,6,2.5,0.67,1,1,1,582433
1996,3709.060941623609,4,2.0,0.76,2,1,1,552759
1993,2526.278553017158,4,2.5,1.39,1,0,1,362291
2006,2789.447828164554,6,2.5,1.09,3,1,1,512267
1997,2875.27008438338,2,2.5,0.91,2,0,1,422440
1992,2309.8874738394534,6,1.5,1.24,2,1,0,342583
1994,2842.392917898842,4,1.5,0.95,0,0,1,378108
1990,2826.034140421515,4,2.0,0.71,2,0,1,389555
1997,2078.6209397374546,5,2.0,0.88,1,1,1,309993
1971,2717.8887033159554,6,1.0,0.75,1,0,0,268933
2009,3247.4021350923413,2,2.5,1.17,1,0,1,527160
1995,3167.1510047116435,3,2.5,0.95,0,0,0,436822
2004,3412.3699315615554,3,1.5,1.07,1,0,1,520405
1991,2907.66916366789,5,1.0,0.83,1,1,1,388600
1983,2937.4994439105594,2,1.0,1.43,0,0,1,317074
1999,2259.9515079044354,3,1.5,1.18,1,0,0,324192
2008,3954.858865936197,6,2.5,0.82,1,0,1,663028
2006,2140.2000017798428,2,1.5,1.26,0,0,0,317430
1982,2952.899067689983,3,1.5,1.16,0,0,1,327834
1994,2973.8839993579904,4,1.0,0.81,2,1,1,418232
2010,1345.3295248319516,3,1.0,1.28,2,0,0,250999
1997,2628.4070191367914,3,1.0,1.17,2,1,1,376811
1996,3140.681286867039,5,1.0,0.91,1,0,0,449752
1978,3059.42903982009,2,3.0,0.79,2,1,0,360764
2010,1848.8255186452577,3,2.5,1.26,2,0,0,348723
1993,3205.06812309638,5,1.5,1.58,1,0,1,461960
2019,2199.1980255013605,2,2.0,0.68,0,1,1,390079
2000,2491.2317425675456,2,2.0,1.0,3,1,1,388684
1977,3381.401408271977,2,1.0,1.4,0,0,0,353210
2001,3028.535455465254,6,3.0,1.33,2,1,1,519230
1980,1722.0861031850823,5,3.0,0.93,1,0,1,187262
1998,3023.7604072598415,4,2.0,1.08,2,1,1,464764
1988,3739.1400627208805,2,3.0,1.34,0,0,1,490971
1995,3884.566416696735,4,1.0,1.43,3,0,0,584134
1986,2630.8751634213154,6,2.0,0.57,3,0,1,373181
2010,3999.049763202271,6,2.5,1.09,2,1,1,698707
2018,1328.8371668493903,2,3.0,1.12,2,1,1,306125
1995,2765.8488691954617,6,2.0,1.07,0,0,0,400927
2003,2776.0902479702822,5,2.0,1.02,0,0,0,431713
1988,1908.3778739494467,3,3.0,0.75,0,1,1,217506
1977,3211.1285724397508,3,2.0,0.78,1,1,1,358369
1994,4214.222337658582,4,1.5,1.33,2,0,1,619583
1998,3472.2866290945967,4,1.0,1.49,1,1,0,508192
2009,3363.0533902816314,6,1.0,0.7,2,1,1,569958
1995,2745.0384608894055,4,1.5,1.04,2,1,0,399855
1982,2267.319649453819,3,3.0,0.86,0,0,1,242997
1990,3706.369990068567,2,2.0,0.99,0,1,1,475805
2008,3702.117852603332,5,1.5,0.91,0,1,0,586467
2008,2993.6990628752396,3,3.0,0.59,0,0,0,477904
1993,1970.8183206650808,5,2.0,1.34,1,1,0,280722
1988,2776.2022214367403,5,2.0,0.82,3,0,0,398730
2000,3507.978285091067,4,2.0,0.68,3,0,0,556396
1993,3769.325639161262,2,2.5,1.11,1,0,0,524548
2005,4169.084043194047,3,2.5,0.77,1,1,0,649412
2002,3016.9206587391927,6,2.0,0.77,0,0,0,469088
2015,1905.2260946338122,6,1.5,0.93,3,0,1,407233
2002,3480.402504483407,3,3.0,0.67,1,1,0,537110
1986,3232.6782268659404,2,1.0,0.62,1,0,0,379201
2004,4741.982788291045,4,3.0,0.46,1,1,1,743197
1990,2357.358546567226,3,2.5,0.56,1,0,1,299503
1995,1756.1756553949588,2,2.0,1.31,2,0,0,243076
2004,2812.2574653506017,2,2.0,1.03,1,0,1,427288
1994,2862.1118710695114,3,1.5,1.18,2,1,1,404516
1978,2542.9501368060396,2,3.0,0.76,3,0,0,297842
1996,1982.903662819413,4,1.0,1.11,2,1,1,284085
1986,3514.286989619919,4,2.0,1.07,3,0,1,493193
1998,2165.8149960497212,2,2.0,0.86,0,0,1,282772
1994,2122.3406572416898,4,2.5,0.8,2,1,1,312851
1987,3019.796533973117,3,2.5,0.91,1,1,1,389119
1985,4594.489660454583,3,1.5,1.1,0,0,0,588173
1981,2293.291121874818,6,3.0,0.78,0,1,0,270693
2009,2588.52375371308,2,3.0,0.58,2,1,0,441978
1988,3471.3899472213275,2,2.5,0.94,1,0,0,452308
2006,3508.689833687633,5,3.0,1.21,1,0,0,589453
1989,4167.204881551789,3,1.0,1.13,3,1,0,582030
1992,2073.538136657259,6,1.0,1.12,2,0,1,297830
1988,2631.166773455033,5,2.5,0.89,0,0,1,340525
2007,3654.12543350892,2,1.5,1.06,1,0,0,561518
1992,1651.4864570407772,5,2.0,0.93,2,0,0,236672
1978,3053.036762932684,4,1.5,0.81,2,1,1,357605
1983,1830.1737712885638,4,3.0,0.82,2,1,1,221826
1992,3424.944804749598,5,3.0,0.57,2,1,1,512291
2000,3704.2000922156576,6,2.5,0.81,2,1,0,600280
1991,1655.7590105346294,5,1.5,1.1,0,0,0,197363
1996,2085.381044849571,4,2.0,1.14,2,1,1,314907
1996,2313.5992537210604,3,1.0,1.1,1,0,0,308539
1994,3236.1410616846833,3,1.5,0.57,1,1,0,436471
2008,3412.052423093041,3,1.5,1.05,1,0,1,540057
2008,3670.4153282558973,2,1.5,1.38,3,0,1,603762
2008,2314.4543954795654,4,1.5,0.75,2,1,0,395918
2005,2559.6403177767506,2,3.0,0.96,0,0,1,393346
1977,3227.131692173872,4,1.5,0.89,2,0,1,379919
1993,2170.676163737091,6,2.5,1.2,2,1,1,341101
1977,2304.4320495344095,6,2.5,0.72,0,1,0,243964
1990,2828.7034994933765,4,3.0,0.85,2,0,0,407055
1989,2948.3685743214432,5,2.0,1.32,0,1,0,392055
2004,3332.2819274613594,5,3.0,0.93,3,1,1,578792
1987,4113.831594640805,6,3.0,1.2,2,1,1,610074
1998,1978.2745125149302,3,3.0,0.86,3,1,0,324641
2005,2516.3776910520905,2,2.5,1.19,0,1,1,382806
1985,2354.6348637186097,6,2.5,0.97,0,1,1,295245
1975,4047.330362973151,2,2.5,1.1,3,0,0,506099
1999,3948.095549365733,6,3.0,1.14,2,0,1,644314
1996,3557.6095514752838,3,1.0,0.72,0,0,0,474441
2006,2908.1092707749567,2,2.0,1.3,2,1,1,470716
1987,4127.922408209313,2,2.5,1.19,1,0,0,549538
1991,3376.4691275914547,6,1.5,0.91,3,0,0,507620
1999,2090.728354704278,5,1.0,0.91,3,1,0,337259
2002,1936.758740737723,2,1.0,1.34,3,1,0,305613
1989,3027.519097745921,3,3.0,0.83,1,1,1,406577
1981,3831.408883300595,3,1.0,0.76,1,0,0,456111
1997,2824.495263129561,4,1.5,0.98,1,1,1,405874
1992,2699.694485211163,2,3.0,0.55,2,0,1,373204
2000,4417.693648202001,4,3.0,0.89,1,1,1,681004
1995,1986.2123010463883,5,3.0,1.28,0,0,1,292131
